sysname	name	chr	posup	posdown	strand	control	type	alias	numPro	numTer	numSyn	numMiS	numNoS	Varelse	LocQTLLOD	info
YAR008W	SEN34	1	158966	159793	W	Verified	ORF	tRNA splicing endonuclease subunit SEN34|FUN4	7	0	1	2	0	0	10.729475426818	Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease
ARS109	ARS101	1	159907	160127			ARS	ARSI-160								ARS containing multiple redundant ORC binding sites; ORC is the acronym for origin recognition complex
YARCdelta3		1	160105	160237	C		long_terminal_repeat									Ty1 LTR
YARCdelta4		1	160238	160574	C		long_terminal_repeat									Ty1 LTR
YARCTy1-1		1	160238	166162	C		LTR_retrotransposon	Ty1								Ty1 element, LTR retrotransposon of the Copia (Pseudoviridae) group; contains genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats; mutated in S288C
YAR009C		1	160597	164187	C		transposable_element_gene	truncated gag-pol fusion protein|YARCTyB1-1								Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins, Pol is cleaved to produce protease, reverse transcriptase and integrase activities; in YARCTy1-1 TYB is mutant and probably non-functional; protein product forms cytoplasmic foci upon DNA replication stress
YAR010C		1	164544	165866	C		transposable_element_gene	gag protein|YARCTyA1-1								Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional
YARCdelta5		1	165826	166162	C		long_terminal_repeat									Ty1 LTR
tA(UGC)A	TGA1	1	166267	166339	W		tRNA_gene									Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis; one of 5 nuclear tRNA genes containing the tDNA-anticodon TGC (mature tRNA may be UGC or may contain modified bases), decodes GCA and probably GCG codons into alanine, one of 16 nuclear tRNAs for alanine
YAR014C	BUD14	1	166742	168871	C	Verified	ORF	protein phosphatase regulator BUD14	0	1	4	2	0	0	0	Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress
YAR015W	ADE1	1	169375	170295	W	Verified	ORF	phosphoribosylaminoimidazolesuccinocarboxamide synthase	4	0	8	0	0	0	25.8187453950468	N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress
YAR018C	KIN3	1	170396	171703	C	Verified	ORF	serine/threonine protein kinase KIN3|NPK1|FUN52	0	2	3	0	0	0	20.3914552367656	Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol
YAR019C	CDC15	1	172211	175135	C	Verified	ORF	serine/threonine protein kinase CDC15|LYT1	0	6	7	3	0	0	12.8718544472767	Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress
YAR019W-A		1	174998	175330	W	Dubious	ORF		3	0	1	1	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C
ARS110	ARS110	1	176157	176404			ARS	ARSI-176								Autonomously Replicating Sequence; originally referred to as ADE1 ARS
YAR020C	PAU7	1	176856	177023	C	Verified	ORF	seripauperin PAU7	0	5	1	0	0	1	15.8156418961838	Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme
YAR023C		1	179281	179820	C	Uncharacterized	ORF	DUP240 family protein	0	10	1	1	0	0	80.2599773280128	Putative integral membrane protein; member of DUP240 gene family
tL(CAA)A	SUP56	1	181141	181254	W		tRNA_gene									Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis; can mutate to suppress amber nonsense mutations
tS(AGA)A		1	182522	182603	C		tRNA_gene									Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis
YARWsigma1		1	182620	182959	W		long_terminal_repeat									Ty3 LTR
YARWdelta6		1	183142	183474	W		long_terminal_repeat									Ty1 LTR
YAR027W	UIP3	1	183770	184477	W	Verified	ORF	DUP240 family protein UIP3	12	0	1	1	0	0	0	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family
YAR028W		1	184892	185596	W	Uncharacterized	ORF	DUP240 family protein	1	0	1	10	1	1	0	Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
YAR029W		1	186321	186545	W	Uncharacterized	ORF	DUP240 family protein	5	0	0	2	0	2	24.7095240372438	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
YAR030C		1	186512	186853	C	Dubious	ORF		0	7	2	1	1	4	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9
YAR031W	PRM9	1	186836	187732	W	Verified	ORF	pheromone-regulated DUP240 family protein PRM9	6	0	7	14	2	3	0	Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication
YAR033W	MST28	1	188107	188811	W	Verified	ORF	DUP240 family protein MST28	12	0	6	4	0	0	0	Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication
YARWdelta7		1	189426	189757	W		long_terminal_repeat									Ty2 LTR
YAR035W	YAT1	1	190193	192256	W	Verified	ORF	carnitine O-acetyltransferase YAT1	19	0	7	2	0	0	4.50462231941741	Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated
YAR035C-A		1	192337	192417	C	Uncharacterized	ORF		0	8	0	0	0	1	0	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; predicted to have a role in cell budding based on computational "guilt by association" analysis
YAR042W	SWH1	1	192619	196185	W	Verified	ORF	oxysterol-binding protein related protein SWH1|OSH1|YAR044W	15	0	13	9	0	2	3.33155491976604	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog, OSH2, that arose from the whole genome duplication
YAR047C		1	201467	201787	C	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YAR050W	FLO1	1	203403	208016	W	Verified	ORF	flocculin FLO1|FLO4|FLO2	16	0	17	12	0	0	110.221832317826	Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication
YAR053W		1	208367	208663	W	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YARCdelta8		1	209448	209778	C		long_terminal_repeat									Ty1 LTR
ARS111		1	214888	215644			ARS	ARSI-215								Autonomously Replicating Sequence
YAR060C		1	217157	217492	C	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication
YAR061W		1	218140	219145	W		pseudogene	YAR062W								Pseudogenic fragment with similarity to flocculins; YAR061W has a paralog, YHR212W-A, that arose from a segmental duplication
YAR064W		1	220198	220497	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication
YAR066W		1	221049	221660	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication
YAR068W		1	222406	222891	W	Uncharacterized	ORF		0	0	0	0	0	0	0	Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication
ARS112		1	222880	224046			ARS	ARSI-223								Autonomously Replicating Sequence
YAR069C		1	224011	224304	C	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication
YAR070C		1	224563	224862	C	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR070C has a paralog, YHR214C-B, that arose from a segmental duplication
YAR071W	PHO11	1	225460	226863	W	Verified	ORF	acid phosphatase PHO11	0	0	0	0	0	0	0	One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication
YAR073W	IMD1	1	227742	228953	W	Dubious	ORF		2	0	1	7	0	2	0	Nonfunctional protein with homology to IMP dehydrogenase; blocked reading frame, located close to the telomere; not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication
YAR075W		1	228844	229317	W	Dubious	ORF		2	0	6	1	0	2	0	Non-functional protein with homology IMP dehydrogenase; YAR073W/IMD1 and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication
TEL01R		1	229411	230218	W		telomere									Telomeric region on the right arm of Chromosome I; composed of an X element core sequence and a short terminal stretch of telomeric repeats
TEL02L		2	1	6608	C		telomere									Telomeric region on the left arm of Chromosome II; annotated components include an X element core sequence, X element combinatorial repeats, and a short Y' element; TEL02L does have telomeric repeats (TEL02L-TR), but they are missing from the genome annotation due to difficulties encountered during sequencing and/or assembly
ARS200		2	40	202			ARS									Autonomously replicating sequence
YBL113C		2	280	2658	C	Uncharacterized	ORF		0	0	0	1	0	0	0	Helicase-like protein encoded within the telomeric Y' element
YBL113W-A		2	646	1128	W	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YBL112C		2	2582	2899	C	Uncharacterized	ORF		0	0	0	0	0	0	0	Putative protein of unknown function; YBL112C is contained within TEL02L
YBL111C		2	2907	5009	C	Verified	ORF		0	0	0	0	0	0	0	Helicase-like protein encoded within the telomeric Y' element; relocalizes from mitochondrion to cytoplasm upon DNA replication stress
YBL109W		2	5790	6125	W	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
ARS201		2	6498	6620			ARS									Autonomously replicating sequence
YBL108C-A	PAU9	2	7605	7733	C	Verified	ORF	seripauperin PAU9	0	21	0	0	0	0	0	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively
YBL108W		2	8177	8482	W	Dubious	ORF		5	0	2	4	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YBLWdelta1		2	8848	9092	W		long_terminal_repeat									Ty1 LTR
YBLWdelta2		2	9093	9424	W		long_terminal_repeat									Ty2 LTR
YBL107W-A		2	9268	9372	W	Dubious	ORF		1	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog, YER138W-A, that arose from a single-locus duplication
YBLWdelta3		2	9425	9518	W		long_terminal_repeat									Ty1 LTR
tL(UAA)B1		2	9583	9666	W		tRNA_gene									Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis
YBL107C	MIX23	2	9961	10551	C	Verified	ORF	MIC23	0	2	1	0	0	0	0	Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C)
YBL106C	SRO77	2	10847	13879	C	Verified	ORF	putative Rab GTPase-binding protein SRO77|SNI2|SOP2	0	1	1	2	0	0	5.77670972495451	Protein with roles in exocytosis and cation homeostasis; functions in docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; interacts with SNARE protein Sec9p; homolog of Drosophila lethal giant larvae tumor suppressor; SRO77 has a paralog, SRO7, that arose from the whole genome duplication
YBL105C	PKC1	2	14241	17696	C	Verified	ORF	protein kinase C|CLY7|CLY5|STT1|HPO2|CLY15	0	0	2	1	0	0	5.10562330780183	Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)
